Date,C,GS,JPM,MS
1/3/05,482.70,104.95,25.32,55.90
1/4/05,478.60,104.27,25.06,55.30
1/5/05,484.60,103.80,25.11,54.98
1/6/05,489.30,105.23,25.26,56.28
1/7/05,486.50,104.78,25.06,56.06
1/10/05,483.40,104.98,24.97,56.05
1/11/05,482.20,104.17,24.73,55.45
1/12/05,480.70,103.27,24.79,55.28
1/13/05,476.00,102.94,24.64,55.50
1/14/05,475.10,104.22,24.67,56.07
1/18/05,481.70,105.00,25.06,56.45
1/19/05,480.40,104.06,24.69,55.43
1/20/05,477.70,103.40,24.31,54.85
1/21/05,479.30,103.33,24.04,54.48
1/24/05,483.60,103.24,24.06,54.07
1/25/05,485.10,102.86,24.05,54.40
1/26/05,484.80,103.26,24.03,54.17
1/27/05,485.60,104.00,23.98,53.75
1/28/05,483.80,106.12,24.14,54.37
1/31/05,490.50,107.85,24.36,55.96
2/1/05,494.80,108.40,24.47,57.25
2/2/05,496.80,108.59,24.48,57.07
2/3/05,491.50,108.74,24.40,57.18
2/4/05,497.80,110.02,24.59,58.68
2/7/05,497.30,109.59,24.78,58.07
2/8/05,494.80,111.55,24.64,58.60
2/9/05,491.80,111.45,24.47,58.17
2/10/05,489.80,112.77,24.44,58.87
2/11/05,494.00,112.77,24.46,60.32
2/14/05,492.50,111.97,24.47,60.27
2/15/05,494.00,112.71,24.50,60.00
2/16/05,491.80,112.27,24.36,59.73
2/17/05,488.00,110.60,24.00,59.61
2/18/05,485.70,109.00,23.82,57.65
2/22/05,479.50,107.86,23.44,56.88
2/23/05,483.80,109.11,23.80,57.03
2/24/05,483.00,108.50,23.93,56.71
2/25/05,482.80,110.10,24.12,57.66
2/28/05,477.20,108.80,23.85,56.47
3/1/05,478.80,110.02,24.20,56.95
3/2/05,481.30,109.73,24.14,56.74
3/3/05,479.70,109.41,24.15,56.93
3/4/05,484.00,111.53,24.48,58.39
3/7/05,484.70,112.80,24.36,59.20
3/8/05,484.70,112.63,24.10,59.40
3/9/05,478.80,110.87,23.80,59.96
3/10/05,481.50,111.33,23.72,59.98
3/11/05,477.90,109.55,23.56,58.49
3/14/05,482.20,110.00,23.78,59.00
3/15/05,478.00,110.54,23.65,58.85
3/16/05,473.70,109.97,23.65,57.95
3/17/05,472.40,110.04,23.59,57.07
3/18/05,468.50,109.98,23.50,57.78
3/21/05,457.60,109.60,23.35,57.01
3/22/05,444.40,107.99,22.88,55.70
3/23/05,444.50,108.06,22.79,55.64
3/24/05,445.20,108.40,22.79,55.59
3/28/05,447.70,109.68,22.74,55.48
3/29/05,443.50,108.45,22.56,53.61
3/30/05,449.20,109.80,22.80,55.28
3/31/05,449.40,109.99,22.58,57.25
4/1/05,446.20,109.30,22.35,56.87
4/4/05,445.90,111.00,22.26,58.30
4/5/05,449.40,110.59,22.79,56.45
4/6/05,451.50,112.50,22.86,56.60
4/7/05,454.60,113.53,22.93,55.98
4/8/05,454.00,112.93,22.74,55.67
4/11/05,456.10,112.09,22.82,54.34
4/12/05,464.50,111.76,23.09,54.75
4/13/05,458.10,110.01,22.78,53.13
4/14/05,454.00,108.49,22.53,52.33
4/15/05,457.50,106.49,22.36,51.49
4/18/05,462.10,107.35,22.83,51.58
4/19/05,463.50,106.69,23.03,51.73
4/20/05,461.30,104.33,22.91,50.19
4/21/05,462.70,105.11,23.09,51.18
4/22/05,463.20,104.19,22.98,50.25
4/25/05,467.80,105.74,23.18,51.22
4/26/05,466.20,105.72,23.12,50.54
4/27/05,470.50,107.76,23.40,51.18
4/28/05,461.90,106.23,23.08,50.44
4/29/05,469.60,106.79,23.39,52.62
5/2/05,465.30,104.46,23.44,49.39
5/3/05,468.00,104.37,23.40,49.42
5/4/05,469.70,106.27,23.79,50.38
5/5/05,468.80,105.30,23.66,50.25
5/6/05,465.90,104.68,23.47,50.05
5/9/05,468.50,105.50,23.70,50.75
5/10/05,463.80,102.11,23.16,49.42
5/11/05,467.00,103.75,23.26,49.85
5/12/05,464.10,100.22,22.95,49.40
5/13/05,459.10,97.82,22.71,48.22
5/16/05,468.00,98.42,22.89,48.80
5/17/05,471.60,98.35,23.20,48.66
5/18/05,477.40,99.58,23.76,48.92
5/19/05,478.40,100.12,23.85,50.15
5/20/05,478.00,101.08,23.76,50.00
5/23/05,476.00,100.69,23.67,49.89
5/24/05,477.10,99.58,23.65,49.41
5/25/05,474.50,97.25,23.67,49.50
5/26/05,473.80,96.60,23.69,49.26
5/27/05,472.80,95.50,23.59,49.26
5/31/05,471.10,97.50,23.56,48.96
6/1/05,477.20,98.64,23.57,50.07
6/2/05,477.10,97.67,23.55,49.28
6/3/05,475.60,97.30,23.43,48.91
6/6/05,476.90,98.42,23.40,49.11
6/7/05,476.60,98.40,23.38,49.14
6/8/05,477.50,98.35,23.51,49.44
6/9/05,476.80,99.95,23.40,49.63
6/10/05,476.40,99.05,23.35,49.88
6/13/05,476.00,99.26,23.40,50.88
6/14/05,474.10,98.30,23.46,50.60
6/15/05,474.00,99.19,23.53,50.61
6/16/05,475.40,102.65,23.66,51.90
6/17/05,474.60,103.80,23.78,51.38
6/20/05,473.70,103.25,23.76,51.56
6/21/05,473.20,102.64,23.75,50.97
6/22/05,474.40,102.47,23.90,50.52
6/23/05,468.80,102.02,23.68,51.72
6/24/05,469.50,103.67,23.44,53.12
6/27/05,467.70,103.20,23.46,53.05
6/28/05,470.20,103.96,23.67,53.02
6/29/05,467.80,102.79,23.70,53.32
6/30/05,462.30,102.02,23.28,52.47
7/1/05,461.60,102.71,23.33,53.03
7/5/05,464.60,103.18,23.27,53.77
7/6/05,463.00,103.55,23.02,53.36
7/7/05,462.70,104.10,22.93,53.34
7/8/05,465.10,105.65,23.16,53.12
7/11/05,461.10,107.31,23.26,53.57
7/12/05,460.00,107.24,23.46,53.51
7/13/05,457.40,108.00,23.62,53.47
7/14/05,465.00,108.55,23.75,53.72
7/15/05,464.20,108.50,23.86,53.64
7/18/05,450.00,108.24,23.63,53.40
7/19/05,444.00,109.72,23.43,53.51
7/20/05,442.10,109.61,23.40,53.75
7/21/05,441.50,108.25,23.56,53.38
7/22/05,444.20,109.13,23.69,54.00
7/25/05,445.30,108.32,23.58,53.96
7/26/05,446.00,107.72,23.54,53.71
7/27/05,443.90,109.15,23.52,53.51
7/28/05,438.60,109.67,23.60,53.57
7/29/05,435.00,107.48,23.38,53.05
8/1/05,437.00,107.12,23.49,52.84
8/2/05,440.70,109.52,23.66,53.62
8/3/05,440.50,110.87,23.70,54.42
8/4/05,439.20,109.25,23.60,53.50
8/5/05,436.30,109.70,23.46,52.65
8/8/05,433.00,109.91,23.28,52.10
8/9/05,436.00,111.48,23.31,52.58
8/10/05,433.00,112.03,23.16,53.13
8/11/05,435.10,114.14,23.16,54.00
8/12/05,436.20,113.65,22.83,52.85
8/15/05,437.90,114.67,23.06,53.60
8/16/05,441.40,112.08,23.01,52.96
8/17/05,441.00,111.13,22.93,52.85
8/18/05,442.10,110.85,23.06,52.30
8/19/05,441.60,111.27,22.98,52.04
8/22/05,442.00,111.70,22.96,52.29
8/23/05,435.60,111.80,22.86,52.40
8/24/05,430.50,109.99,22.53,51.53
8/25/05,432.70,110.50,22.70,51.62
8/26/05,431.00,109.75,22.39,51.56
8/29/05,435.40,110.15,22.57,51.22
8/30/05,432.60,109.84,22.35,51.03
8/31/05,437.70,111.18,22.55,50.87
9/1/05,437.10,113.12,22.67,51.40
9/2/05,438.80,113.21,22.70,50.83
9/6/05,443.00,114.59,23.00,51.93
9/7/05,444.60,114.91,23.22,52.05
9/8/05,444.40,115.16,23.05,52.22
9/9/05,446.10,116.17,23.17,52.52
9/12/05,450.10,118.00,23.00,52.95
9/13/05,451.00,117.20,22.72,52.59
9/14/05,449.80,115.90,22.78,52.47
9/15/05,450.30,115.95,22.71,52.00
9/16/05,454.50,118.40,23.28,52.00
9/19/05,453.60,118.28,23.02,52.25
9/20/05,451.50,118.05,22.98,52.40
9/21/05,448.20,115.68,22.63,51.75
9/22/05,451.80,118.50,22.79,52.20
9/23/05,452.40,119.47,22.67,51.94
9/26/05,450.90,120.00,22.57,51.91
9/27/05,450.90,119.67,22.55,52.37
9/28/05,451.80,120.10,22.57,52.71
9/29/05,456.40,121.22,22.86,53.85
9/30/05,455.20,121.58,22.58,53.94
10/3/05,455.10,121.65,22.70,53.86
10/4/05,453.40,118.92,22.58,53.23
10/5/05,452.70,117.75,22.48,52.99
10/6/05,454.30,116.93,22.62,53.15
10/7/05,454.10,117.57,22.79,53.45
10/10/05,452.30,118.51,22.53,53.50
10/11/05,448.00,117.55,22.39,53.04
10/12/05,446.00,115.65,22.36,51.95
10/13/05,447.20,113.18,22.68,51.70
10/14/05,450.40,114.55,22.91,52.20
10/17/05,448.10,117.05,22.85,52.55
10/18/05,444.60,117.09,22.70,52.38
10/19/05,448.90,121.20,23.34,53.13
10/20/05,443.40,118.75,23.36,52.14
10/21/05,443.10,118.77,23.61,52.10
10/24/05,450.50,123.30,24.04,53.40
10/25/05,451.70,123.55,24.01,53.28
10/26/05,456.50,124.25,24.26,53.32
10/27/05,454.10,122.43,24.22,53.02
10/28/05,459.00,124.56,24.49,53.93
10/31/05,457.80,126.37,24.61,54.41
11/1/05,454.00,126.60,24.77,53.03
11/2/05,455.50,129.13,25.00,53.18
11/3/05,454.50,129.20,24.93,52.72
11/4/05,456.00,130.96,25.08,52.41
11/7/05,464.30,129.15,25.33,52.72
11/8/05,466.00,127.52,25.10,52.54
11/9/05,468.20,128.70,25.35,53.08
11/10/05,477.30,130.09,25.76,54.45
11/11/05,480.00,130.00,25.72,55.28
11/14/05,482.40,129.24,25.63,55.61
11/15/05,476.60,127.97,25.36,55.17
11/16/05,476.90,128.18,25.41,54.38
11/17/05,479.40,130.41,25.49,55.01
11/18/05,484.10,131.58,25.56,55.50
11/21/05,485.10,132.41,25.42,56.02
11/22/05,489.20,132.60,25.68,56.45
11/23/05,493.40,134.08,26.07,57.35
11/25/05,495.20,134.12,26.12,57.77
11/28/05,493.00,131.10,26.15,56.66
11/29/05,490.90,130.45,26.19,56.80
11/30/05,485.50,128.96,25.71,56.03
12/1/05,488.50,130.28,25.92,56.96
12/2/05,487.70,131.08,26.21,57.28
12/5/05,488.50,133.05,26.11,57.43
12/6/05,488.90,131.31,26.11,56.57
12/7/05,487.00,129.89,25.86,56.30
12/8/05,485.00,128.64,25.98,56.36
12/9/05,489.10,129.66,26.29,55.96
12/12/05,486.80,130.01,26.31,56.52
12/13/05,494.40,131.64,26.49,57.37
12/14/05,496.40,129.63,26.58,57.44
12/15/05,491.00,128.30,26.60,56.91
12/16/05,493.70,126.50,26.74,56.88
12/19/05,491.70,125.13,26.62,56.67
12/20/05,492.10,125.86,26.62,57.71
12/21/05,492.70,127.31,26.77,58.11
12/22/05,491.90,127.99,26.92,58.48
12/23/05,492.40,128.11,27.02,58.41
12/27/05,486.50,128.26,26.95,57.98
12/28/05,484.70,127.98,26.83,57.63
12/29/05,485.80,128.02,26.79,57.13
12/30/05,485.30,127.71,26.68,56.74
1/3/06,492.90,128.87,27.01,58.31
1/4/06,483.80,127.09,26.86,58.35
1/5/06,486.20,127.04,26.94,58.51
1/6/06,486.20,128.84,27.13,58.57
1/9/06,483.90,130.39,27.57,59.19
1/10/06,485.40,132.03,27.61,59.22
1/11/06,489.80,131.97,27.59,59.57
1/12/06,490.30,132.25,27.08,59.47
1/13/06,489.20,133.26,27.06,59.38
1/17/06,484.30,132.59,26.92,58.81
1/18/06,483.60,132.37,26.63,58.45
1/19/06,479.40,133.82,26.48,59.35
1/20/06,456.90,131.44,25.79,57.85
1/23/06,460.00,132.87,25.94,58.48
1/24/06,460.10,133.00,25.83,58.69
1/25/06,462.30,133.56,26.08,59.17
1/26/06,470.10,137.40,26.84,59.97
1/27/06,468.70,138.94,26.95,60.78
1/30/06,468.20,139.87,27.01,60.67
1/31/06,465.80,141.25,26.95,61.45
2/1/06,463.30,141.71,27.03,61.83
2/2/06,451.80,142.52,27.11,61.27
2/3/06,450.60,142.74,26.80,61.44
2/6/06,451.70,142.82,26.74,61.73
2/7/06,450.50,139.48,26.61,60.53
2/8/06,453.60,141.14,26.84,61.27
2/9/06,457.90,140.85,26.96,61.18
2/10/06,459.60,140.81,27.06,60.31
2/13/06,456.80,139.65,26.96,59.81
2/14/06,461.20,141.78,27.18,60.07
2/15/06,462.50,145.14,27.33,60.86
2/16/06,464.40,145.90,27.67,61.30
2/17/06,462.40,145.54,27.64,60.81
2/21/06,461.70,143.45,27.59,60.77
2/22/06,468.80,145.53,28.07,61.58
2/23/06,468.00,143.96,27.87,60.85
2/24/06,468.50,144.16,28.24,60.83
2/27/06,467.80,143.82,28.19,60.74
2/28/06,463.70,141.29,27.89,59.66
3/1/06,465.30,143.15,28.22,60.13
3/2/06,460.50,144.00,28.24,59.79
3/3/06,459.20,146.00,28.19,59.72
3/6/06,460.90,145.02,28.08,59.92
3/7/06,464.00,144.28,28.12,59.66
3/8/06,466.80,142.49,28.20,59.07
3/9/06,464.90,141.70,27.83,58.66
3/10/06,469.90,141.53,27.88,59.12
3/13/06,468.40,140.72,27.83,58.79
3/14/06,471.80,149.42,28.05,60.03
3/15/06,470.10,149.00,27.94,59.64
3/16/06,473.20,147.69,28.01,59.94
3/17/06,474.10,150.36,28.06,60.26
3/20/06,474.00,152.18,28.10,60.37
3/21/06,472.20,149.40,27.93,60.41
3/22/06,476.70,151.82,28.50,61.94
3/23/06,477.70,151.67,28.50,61.57
3/24/06,478.10,152.17,28.54,61.47
3/27/06,476.40,155.00,28.55,62.12
3/28/06,476.00,154.16,28.17,62.06
3/29/06,476.30,156.90,28.25,62.90
3/30/06,472.80,156.81,28.15,63.62
3/31/06,472.30,156.96,28.23,62.82
4/3/06,474.10,158.12,28.42,63.25
4/4/06,482.10,161.00,28.89,64.27
4/5/06,482.60,160.75,29.07,64.31
4/6/06,478.50,162.04,28.90,64.50
4/7/06,476.60,161.02,28.50,63.77
4/10/06,479.30,162.46,28.62,64.19
4/11/06,474.70,159.15,28.44,62.73
4/12/06,476.00,159.52,28.64,63.08
4/13/06,480.50,159.43,28.83,62.98
4/17/06,483.50,161.94,28.70,63.61
4/18/06,484.80,165.55,29.11,65.64
4/19/06,482.30,167.05,29.13,65.16
4/20/06,483.00,168.55,29.11,64.98
4/21/06,480.10,165.89,29.05,65.03
4/24/06,480.00,165.35,29.17,65.31
4/25/06,474.60,162.80,28.85,64.37
4/26/06,477.50,163.40,29.15,64.41
4/27/06,481.50,163.97,30.04,64.97
4/28/06,499.50,160.29,31.01,64.30
5/1/06,494.60,156.45,30.60,63.16
5/2/06,496.00,158.83,31.10,64.14
5/3/06,498.50,159.15,31.07,63.42
5/4/06,493.80,158.04,31.23,63.80
5/5/06,503.70,164.39,31.88,65.53
5/8/06,501.60,163.53,31.51,65.40
5/9/06,503.50,165.75,31.45,65.75
5/10/06,503.00,164.09,31.38,65.21
5/11/06,494.80,159.28,30.86,64.26
5/12/06,489.90,156.11,30.29,63.29
5/15/06,495.10,153.14,30.44,62.07
5/16/06,495.40,152.70,30.29,62.06
5/17/06,488.30,148.21,29.56,59.99
5/18/06,487.30,147.03,29.21,59.86
5/19/06,488.00,149.41,29.22,59.94
5/22/06,488.40,146.15,29.14,59.17
5/23/06,485.30,143.70,28.82,58.77
5/24/06,486.60,143.92,28.81,59.10
5/25/06,490.70,147.32,29.28,59.77
5/26/06,495.70,152.94,29.54,60.57
5/30/06,490.20,149.83,29.00,59.11
5/31/06,493.00,150.95,29.14,59.62
6/1/06,498.30,153.55,29.78,60.58
6/2/06,501.40,154.09,29.94,60.59
6/5/06,496.20,150.40,29.37,58.65
6/6/06,497.60,149.24,28.96,58.90
6/7/06,499.50,149.95,28.87,59.14
6/8/06,499.50,149.76,28.94,58.98
6/9/06,497.70,149.89,28.77,59.19
6/12/06,493.30,145.00,28.43,58.20
6/13/06,482.10,139.25,27.70,55.24
6/14/06,478.00,138.50,27.32,55.59
6/15/06,486.80,144.12,27.75,57.33
6/16/06,483.60,144.00,27.45,56.99
6/19/06,478.20,143.75,27.30,56.52
6/20/06,480.10,145.26,27.67,57.02
6/21/06,483.70,149.83,28.16,59.48
6/22/06,481.70,148.31,28.07,60.01
6/23/06,477.40,147.92,27.93,59.70
6/26/06,483.00,149.90,28.36,60.40
6/27/06,477.60,147.16,27.91,60.04
6/28/06,478.50,146.49,28.20,60.14
6/29/06,488.60,152.20,29.17,62.54
6/30/06,482.50,150.43,28.70,63.21
7/3/06,489.70,152.45,29.54,64.02
7/5/06,490.10,150.95,29.22,63.65
7/6/06,492.70,150.58,29.25,63.87
7/7/06,490.80,148.51,29.22,63.95
7/10/06,493.40,148.85,29.34,64.21
7/11/06,496.00,148.67,29.54,63.93
7/12/06,488.30,145.27,29.11,62.63
7/13/06,478.70,142.55,28.52,61.47
7/14/06,475.80,140.10,28.17,60.69
7/17/06,464.00,140.87,28.06,61.20
7/18/06,465.50,142.34,28.05,61.96
7/19/06,472.50,146.97,29.66,63.85
7/20/06,471.10,145.18,29.61,63.34
7/21/06,469.30,142.04,29.73,62.51
7/24/06,474.60,146.90,30.45,64.22
7/25/06,474.50,148.49,30.75,64.97
7/26/06,475.30,147.38,30.76,64.45
7/27/06,473.10,148.26,30.80,65.06
7/28/06,483.30,151.72,31.34,66.23
7/31/06,483.10,152.75,31.43,66.50
8/1/06,485.10,151.26,31.36,65.94
8/2/06,487.20,149.90,31.34,66.23
8/3/06,484.70,152.10,31.46,67.80
8/4/06,485.00,152.99,31.09,67.69
8/7/06,482.30,152.65,31.19,67.14
8/8/06,483.10,151.45,31.00,66.28
8/9/06,478.30,150.01,30.56,64.68
8/10/06,479.70,151.63,30.35,65.23
8/11/06,476.40,151.11,30.27,65.36
8/14/06,477.20,150.37,30.24,65.03
8/15/06,484.10,152.65,31.03,66.24
8/16/06,485.30,154.99,31.33,66.95
8/17/06,485.70,154.45,31.32,67.57
8/18/06,486.00,154.68,31.49,67.14
8/21/06,484.90,153.83,31.32,67.20
8/22/06,484.20,154.15,31.25,67.85
8/23/06,485.80,152.70,31.36,68.05
8/24/06,487.20,151.40,31.47,67.75
8/25/06,486.40,150.07,31.36,66.98
8/28/06,491.20,149.53,31.71,66.89
8/29/06,492.60,147.09,31.67,65.64
8/30/06,495.20,147.06,31.51,65.50
8/31/06,493.50,148.65,31.46,65.79
9/1/06,493.70,149.14,31.51,66.83
9/5/06,494.20,151.28,31.56,67.42
9/6/06,491.30,150.67,31.61,66.10
9/7/06,485.50,148.57,31.14,65.96
9/8/06,487.20,149.80,31.18,66.69
9/11/06,489.20,151.00,31.27,66.67
9/12/06,489.90,158.29,31.70,68.35
9/13/06,493.00,160.86,31.97,69.73
9/14/06,492.90,162.52,32.04,70.32
9/15/06,491.90,162.71,32.35,70.95
9/18/06,495.90,163.22,32.09,70.86
9/19/06,497.00,163.39,32.24,71.85
9/20/06,499.00,166.60,32.53,72.35
9/21/06,497.50,167.15,32.25,71.64
9/22/06,495.00,167.52,32.26,71.78
9/25/06,500.80,168.69,32.32,72.57
9/26/06,502.30,168.68,32.31,73.26
9/27/06,499.70,169.00,32.27,72.39
9/28/06,499.30,170.00,32.49,72.89
9/29/06,496.70,169.17,32.36,72.91
10/2/06,494.90,170.69,32.29,73.04
10/3/06,500.90,174.20,32.90,73.56
10/4/06,510.30,176.56,32.96,74.54
10/5/06,509.90,175.50,32.90,74.56
10/6/06,510.50,175.65,32.52,74.41
10/9/06,510.80,177.45,32.69,75.00
10/10/06,508.20,178.86,32.98,75.00
10/11/06,503.80,178.97,33.06,74.78
10/12/06,501.80,181.51,33.49,76.35
10/13/06,503.80,183.85,33.42,76.57
10/16/06,501.50,185.22,33.12,76.81
10/17/06,500.50,183.07,33.30,75.78
10/18/06,501.90,182.97,32.76,76.30
10/19/06,498.70,180.05,32.52,76.18
10/20/06,499.10,180.40,32.70,76.40
10/23/06,506.20,184.70,32.89,77.35
10/24/06,504.70,187.84,32.71,78.16
10/25/06,508.70,188.61,32.80,77.47
10/26/06,508.30,193.38,33.15,77.62
10/27/06,503.60,188.67,32.82,76.44
10/30/06,501.20,189.75,32.93,76.58
10/31/06,501.60,189.79,32.92,76.43
11/1/06,500.90,185.00,32.57,73.77
11/2/06,497.40,187.39,32.55,74.16
11/3/06,495.90,187.13,32.54,74.28
11/6/06,502.20,190.00,33.07,76.04
11/7/06,504.80,188.68,32.96,75.90
11/8/06,505.70,188.77,33.06,75.54
11/9/06,506.10,184.78,32.78,74.85
11/10/06,506.30,187.06,33.04,76.68
11/13/06,506.90,187.73,33.07,77.33
11/14/06,507.50,190.36,33.14,78.23
11/15/06,504.70,193.11,32.93,78.66
11/16/06,506.60,196.72,33.20,78.68
11/17/06,508.00,195.04,33.07,79.12
11/20/06,507.30,197.45,33.24,79.31
11/21/06,506.10,199.76,33.14,79.23
11/22/06,507.70,202.29,33.02,79.20
11/24/06,503.10,201.60,32.80,78.95
11/27/06,498.90,193.11,32.36,76.25
11/28/06,495.60,197.12,32.06,76.92
11/29/06,498.60,196.22,32.39,77.41
11/30/06,495.90,194.80,32.12,76.16
12/1/06,493.80,194.50,31.93,75.27
12/4/06,500.00,200.05,32.50,77.26
12/5/06,505.10,201.61,32.75,77.98
12/6/06,507.80,205.00,32.50,78.61
12/7/06,507.10,200.20,32.36,78.18
12/8/06,518.50,205.10,32.45,78.61
12/11/06,528.80,202.52,33.00,78.77
12/12/06,522.50,200.00,33.05,78.40
12/13/06,523.20,198.31,33.03,78.96
12/14/06,531.10,200.13,33.27,79.60
12/15/06,540.70,199.84,33.52,79.26
12/18/06,554.40,203.24,33.47,80.37
12/19/06,552.30,201.24,33.50,81.70
12/20/06,551.60,201.37,33.46,81.28
12/21/06,547.60,198.10,33.76,80.79
12/22/06,545.50,198.09,33.23,79.70
12/26/06,551.20,199.86,33.52,80.73
12/27/06,564.10,201.95,33.97,82.00
12/28/06,558.80,200.80,33.95,81.59
12/29/06,557.00,199.35,33.52,81.43
1/3/07,552.50,200.72,33.59,81.62
1/4/07,550.60,198.85,33.68,81.91
1/5/07,547.70,199.05,33.40,80.86
1/8/07,550.50,203.73,33.51,81.35
1/9/07,545.70,204.08,33.37,81.16
1/10/07,541.30,208.11,33.61,81.57
1/11/07,541.70,211.88,33.76,82.37
1/12/07,543.80,213.99,33.54,82.86
1/16/07,547.70,213.59,33.82,82.61
1/17/07,543.90,213.23,33.85,82.38
1/18/07,543.90,209.68,33.65,81.21
1/19/07,545.00,210.29,34.08,81.50
1/22/07,546.80,212.97,34.71,83.31
1/23/07,544.90,212.64,34.82,82.62
1/24/07,548.30,220.10,35.19,84.65
1/25/07,539.30,213.07,35.09,82.22
1/26/07,546.70,213.50,34.73,82.12
1/29/07,540.60,211.04,34.57,81.12
1/30/07,542.70,208.78,35.07,81.72
1/31/07,551.30,212.16,35.59,82.79
2/1/07,547.30,212.00,35.79,83.85
2/2/07,546.60,213.43,35.59,84.04
2/5/07,547.50,212.55,35.61,83.27
2/6/07,549.50,214.65,35.64,83.13
2/7/07,549.50,213.55,35.79,83.24
2/8/07,544.40,213.90,35.59,82.82
2/9/07,534.00,213.28,35.24,81.78
2/12/07,534.30,211.13,35.25,80.28
2/13/07,537.10,212.53,35.61,81.25
2/14/07,541.80,217.40,35.94,82.36
2/15/07,542.10,216.82,35.79,82.82
2/16/07,541.00,216.92,35.82,82.36
2/20/07,541.90,220.94,36.08,83.31
2/21/07,537.50,220.15,36.10,83.19
2/22/07,535.90,218.97,36.09,82.75
2/23/07,537.70,216.50,35.66,80.97
2/26/07,526.80,214.00,35.51,78.52
2/27/07,506.00,196.00,34.40,74.13
2/28/07,503.70,201.75,34.52,74.92
3/1/07,510.80,199.66,34.38,75.09
3/2/07,499.70,195.67,33.68,73.40
3/5/07,492.50,190.00,33.22,71.64
3/6/07,505.80,197.37,33.91,73.55
3/7/07,502.20,195.59,33.80,73.89
3/8/07,505.00,199.94,34.06,75.41
3/9/07,503.30,201.70,34.12,76.00
3/12/07,503.60,202.60,34.13,76.06
3/13/07,487.50,199.03,32.64,72.08
3/14/07,490.80,200.15,33.06,73.81
3/15/07,501.30,200.89,33.34,74.89
3/16/07,495.30,199.00,32.87,74.41
3/19/07,500.60,202.44,33.25,75.02
3/20/07,506.40,204.00,33.37,76.11
3/21/07,520.30,210.95,34.28,81.33
3/22/07,518.40,210.08,33.87,81.13
3/23/07,517.20,211.89,33.91,81.10
3/26/07,515.40,211.73,34.03,80.37
3/27/07,510.60,209.87,33.94,79.47
3/28/07,509.60,206.76,33.54,78.33
3/29/07,514.00,207.20,33.89,78.43
3/30/07,513.40,206.63,33.81,78.76
4/2/07,510.50,205.65,33.71,78.69
4/3/07,514.10,209.75,34.18,80.18
4/4/07,513.60,208.79,34.18,79.81
4/5/07,515.70,207.93,34.33,80.30
4/9/07,515.80,208.94,34.49,80.30
4/10/07,524.00,209.05,34.66,80.28
4/11/07,518.00,206.93,34.59,79.40
4/12/07,516.50,207.05,34.63,80.07
4/13/07,516.00,206.50,34.55,79.99
4/16/07,529.30,214.52,35.17,82.07
4/17/07,525.30,214.90,35.32,81.59
4/18/07,529.90,216.75,36.65,81.82
4/19/07,530.90,219.29,36.66,82.59
4/20/07,534.20,220.00,36.98,82.91
4/23/07,531.10,222.42,36.80,83.56
4/24/07,528.10,220.72,36.71,83.51
4/25/07,538.00,225.60,37.18,84.52
4/26/07,535.60,224.81,37.26,84.38
4/27/07,533.70,224.28,36.99,85.01
4/30/07,536.20,218.61,36.67,84.01
5/1/07,542.00,218.58,36.78,84.11
5/2/07,543.00,219.49,36.99,84.36
5/3/07,539.50,221.56,37.09,85.28
5/4/07,540.90,227.34,37.04,86.57
5/7/07,538.80,227.22,37.11,85.98
5/8/07,537.20,224.95,36.92,85.65
5/9/07,541.20,226.57,37.44,86.05
5/10/07,532.00,223.10,36.60,84.38
5/11/07,531.10,227.50,36.70,85.15
5/14/07,528.60,226.18,36.48,84.90
5/15/07,527.90,224.38,36.62,83.48
5/16/07,549.10,227.11,37.29,84.08
5/17/07,548.00,227.38,36.99,84.17
5/18/07,550.00,230.34,36.98,85.05
5/21/07,548.40,229.23,36.99,85.61
5/22/07,550.80,230.71,36.80,85.63
5/23/07,550.10,228.54,36.59,85.75
5/24/07,549.30,225.68,36.31,84.46
5/25/07,551.20,225.53,36.35,84.26
5/29/07,549.10,228.44,36.47,85.29
5/30/07,552.00,232.00,36.64,85.82
5/31/07,544.90,230.82,36.48,85.04
6/1/07,545.10,230.71,36.53,86.07
6/4/07,541.50,229.71,36.30,85.85
6/5/07,539.00,229.36,36.05,85.65
6/6/07,533.30,227.35,35.58,85.96
6/7/07,525.20,220.05,35.06,84.73
6/8/07,533.30,225.06,35.48,87.10
6/11/07,534.70,227.16,35.49,88.54
6/12/07,526.00,227.85,34.73,86.70
6/13/07,536.80,233.64,35.39,89.17
6/14/07,536.70,225.75,35.42,89.30
6/15/07,539.80,226.19,35.58,88.48
6/18/07,539.60,226.97,35.49,88.50
6/19/07,542.60,229.47,35.79,87.80
6/20/07,534.40,225.89,34.81,87.32
6/21/07,536.60,226.90,35.08,87.29
6/22/07,524.10,222.40,34.29,84.60
6/25/07,516.90,216.74,34.04,84.54
6/26/07,511.50,214.17,34.21,84.11
6/27/07,518.10,219.33,34.66,85.32
6/28/07,518.10,218.96,34.46,84.88
6/29/07,512.90,216.75,34.10,83.88
7/2/07,516.40,219.18,34.59,71.33
7/3/07,518.60,224.55,35.00,73.22
7/5/07,515.00,221.32,34.61,72.94
7/6/07,517.00,223.64,34.73,73.09
7/9/07,516.00,223.30,34.61,72.66
7/10/07,510.00,217.08,33.70,70.46
7/11/07,514.10,216.72,34.14,70.65
7/12/07,528.40,220.29,35.13,72.40
